"Brand","Retailer ID","Invoice Date","Region","State","City","Units Sold","Operating Profit","Operating Margin","Sales Method","Product Name","Product ID"
"NIKE","1185732","2020-03-14 00:00:00","Northeast","New York","New York","925","166500","0","Outlet","Nike Daybreak","CK2351-601"
"NIKE","1185732","2020-03-15 00:00:00","Northeast","New York","New York","1100","178750","0","Outlet","Nike SB Shane","BV0657-400"
"NIKE","1185732","2020-03-16 00:00:00","Northeast","New York","New York","1250","375000","0","Outlet","Nike Mercurial Vapor 13 Club Neymar Jr. TF","AT8000-104"
"NIKE","1185732","2020-03-17 00:00:00","Northeast","New York","New York","1025","169125","0","Outlet","Air Jordan 1 Mid","554724-066"
"NIKE","1185732","2020-03-18 00:00:00","Northeast","New York","New York","950","166250","0","Outlet","Nike Air Max 270 React","CJ0619-100"
"NIKE","1185732","2020-03-31 00:00:00","Northeast","New York","New York","925","161875","0","Outlet","Nike Air Max 98","CJ0592-001"
"NIKE","1185732","2020-04-17 00:00:00","Northeast","New York","New York","900","162000","0","Outlet","Nike Joyride Dual Run Premium","CT3867-001"
"NIKE","1185732","2020-04-18 00:00:00","Northeast","New York","New York","1075","174687","0","Outlet","Nike Free RN Flyknit 3.0 2020","CJ0267-001"
"NIKE","1185732","2020-04-19 00:00:00","Northeast","New York","New York","1200","360000","0","Outlet","Nike Mercurial Vapor 13 Club Neymar Jr IC","AT7998-104"
"NIKE","1185732","2020-04-20 00:00:00","Northeast","New York","New York","1000","165000","0","Outlet","Nike Mercurial Vapor 13 Elite Neymar Jr. FG","AT7898-104"
"NIKE","1185732","2020-04-21 00:00:00","Northeast","New York","New York","925","161875","0","Outlet","PG 4 EP","CD5086-500"
"NIKE","1185732","2020-04-22 00:00:00","Northeast","New York","New York","900","157500","0","Outlet","Air Max 97 LX","CJ0625-700"
"NIKE","1185732","2020-04-23 00:00:00","Northeast","New York","New York","900","162000","0","Outlet","Nike Air Max 90","CT4352-104"
"NIKE","1185732","2020-04-24 00:00:00","Northeast","New York","New York","1000","162500","0","Outlet","Jordan 'Why Not?' Zer0.3 PF","CD3002-103"
"NIKE","1185732","2020-04-25 00:00:00","Northeast","New York","New York","875","170625","0","Outlet","Nike Air Zoom SuperRep","CD3460-010"
"NIKE","1185732","2020-04-26 00:00:00","Northeast","New York","New York","1000","175000","0","Outlet","Nike Metcon 5 AMP","CD3395-006"
"NIKE","1185732","2020-04-27 00:00:00","Northeast","New York","New York","1150","373750","0","Outlet","Nike Air Max Tailwind 99","CQ6569-001"
"NIKE","1185732","2020-04-28 00:00:00","Northeast","New York","New York","975","160875","0","Outlet","Nike Mercurial Vapor 13 Club IC","AT7997-606"
"NIKE","1185732","2020-04-29 00:00:00","Northeast","New York","New York","920","177100","0","Outlet","Nike Air Max 97","CI3708-700"
"NIKE","1185732","2020-04-30 00:00:00","Northeast","New York","New York","900","173250","0","Outlet","Nike Air Max Triax","CT1104-700"
"NIKE","1185732","2020-05-01 00:00:00","Northeast","New York","New York","875","170625","0","Outlet","LeBron 17 Low","CD5007-102"
"NIKE","1185732","2020-05-02 00:00:00","Northeast","New York","New York","975","170625","0","Outlet","Nike Mercurial Vapor 13 Academy Neymar Jr. TF","AT7995-104"
"NIKE","1185732","2020-05-03 00:00:00","Northeast","New York","New York","1200","390000","0","Outlet","Nike Air Max 2090","BV9977-101"
"NIKE","1185732","2020-05-04 00:00:00","Northeast","New York","New York","1000","165000","0","Outlet","Nike Renew Fusion","CD0200-003"
"NIKE","1185732","2020-05-05 00:00:00","Northeast","New York","New York","950","182875","0","Outlet","LeBron 17","BQ3177-100"
"NIKE","1185732","2020-05-06 00:00:00","Northeast","New York","New York","900","173250","0","Outlet","Nike Air Max 720 OBJ Slip","DA4155-400"
"NIKE","1185732","2020-05-07 00:00:00","Northeast","New York","New York","900","175500","0","Outlet","Nike SuperRep Go","CJ0773-010"
"NIKE","1185732","2020-07-18 00:00:00","Northeast","New York","New York","1000","175000","0","Outlet","Nike Air Max 90 Premium","CQ0912-100"
"NIKE","1197831","2020-07-19 00:00:00","Northeast","New York","New York","900","78750","0","Outlet","Nike Mercurial Superfly 7 Elite SE FG","CT1099-093"
"NIKE","1197831","2020-07-20 00:00:00","Northeast","New York","New York","900","110250","0","Outlet","Nike Epic Phantom React A.I.R. Cody Hudson","CI1718-001"
"NIKE","1197831","2020-07-21 00:00:00","Northeast","New York","New York","700","85750","0","Outlet","Nike Air Max 90","CD0490-101"
"NIKE","1197831","2020-07-22 00:00:00","Northeast","New York","New York","700","110250","0","Outlet","Nike Mercurial Superfly 7 Club TF","AT7980-606"
"NIKE","1197831","2020-07-23 00:00:00","South","Texas","Houston","550","66000","0","Outlet","Nike Zoom Gravity","BQ3202-011"
"NIKE","1197831","2020-07-24 00:00:00","South","Texas","Houston","700","122500","0","Outlet","Nike Air Max 270 React ENG","CD0113-400"
"NIKE","1197831","2020-07-25 00:00:00","South","Texas","Houston","850","74375","0","Outlet","Nike Air Force 1 Type","CQ2344-100"
"NIKE","1197831","2020-07-26 00:00:00","South","Texas","Houston","850","104125","0","Outlet","Nike Air Max 270 React","AO4971-700"
"NIKE","1197831","2020-07-27 00:00:00","South","Texas","Houston","675","82687","0","Outlet","Nike React Presto","AV2605-101"
"NIKE","1197831","2020-07-28 00:00:00","South","Texas","Houston","625","98437","0","Outlet","Nike Legend React","AA1625-009"
"NIKE","1197831","2020-07-29 00:00:00","South","Texas","Houston","500","60000","0","Outlet","Air Jordan 1 Low SE","CK3022-005"
"NIKE","1197831","2020-07-30 00:00:00","South","Texas","Houston","700","122500","0","Outlet","NikeCourt Air Max Wildcard","AO7351-104"
"NIKE","1197831","2020-07-31 00:00:00","South","Texas","Houston","875","91875","0","Outlet","Nike Blazer Low","AJ9515-001"
"NIKE","1197831","2020-08-01 00:00:00","South","Texas","Houston","875","122500","0","Outlet","Zoom LeBron 3 QS","AO2434-101"
"NIKE","1197831","2020-08-02 00:00:00","South","Texas","Houston","700","85750","0","Outlet","Nike Free Metcon 3","CJ0861-010"
"NIKE","1197831","2020-08-03 00:00:00","South","Texas","Houston","600","108000","0","Outlet","KD Trey 5 VII EP","AT1198-401"
"NIKE","1197831","2020-08-04 00:00:00","South","Texas","Houston","500","67500","0","Outlet","Nike Mercurial Vapor 13 Academy TF","AT7996-606"
"NIKE","1197831","2020-08-05 00:00:00","South","Texas","Houston","650","130000","0","Outlet","Jordan React Havoc SE","CK2772-101"
"NIKE","1197831","2020-08-06 00:00:00","South","Texas","Houston","900","94500","0","Outlet","Nike SB Air Max Stefan Janoski 2","AQ7477-009"
"NIKE","1197831","2020-08-07 00:00:00","South","Texas","Houston","900","126000","0","Outlet","Nike Free RN Flyknit 3.0","AQ5707-001"
"NIKE","1197831","2020-08-08 00:00:00","South","Texas","Houston","725","88812","0","Outlet","Nike ISPA Joyride Envelope","BV4584-001"
"NIKE","1197831","2020-08-09 00:00:00","South","Texas","Houston","625","112500","0","Outlet","Nike Mercurial Superfly 7 Elite SE FG","CD6721-808"
"NIKE","1197831","2020-08-10 00:00:00","South","Texas","Houston","525","70875","0","Outlet","Nike Phantom Venom Academy FG","AO0566-606"
"NIKE","1197831","2020-08-11 00:00:00","South","Texas","Houston","800","160000","0","Outlet","Nike Air Ghost Racer","AT5410-003"
"NIKE","1197831","2020-08-12 00:00:00","South","Texas","Houston","925","97125","0","Outlet","Nike ACG Air Terra Antarktik","BV6348-300"
"NIKE","1197831","2020-08-13 00:00:00","South","Texas","Houston","925","129500","0","Outlet","Nike Air Max 2 Light","CI3703-401"
"NIKE","1197831","2020-08-14 00:00:00","South","Texas","Houston","775","94937","0","Outlet","Nike Mercurial Superfly 7 Academy MG","AT7946-414"
"NIKE","1197831","2020-08-15 00:00:00","South","Texas","Houston","700","126000","0","Outlet","Nike AlphaDunk","BQ5401-001"
"NIKE","1197831","2020-08-16 00:00:00","South","Texas","Houston","600","81000","0","Outlet","Nike Daybreak SP","BV7725-500"
"NIKE","1197831","2020-08-17 00:00:00","South","Texas","Houston","950","190000","0","Outlet","Nike x MMW Joyride CC3 Setter","CU7623-002"
"NIKE","1197831","2020-08-18 00:00:00","South","Texas","Houston","950","133000","0","Outlet","Nike Air Max 95 SP","CK5669-400"
"NIKE","1197831","2020-08-19 00:00:00","South","Texas","Houston","950","149625","0","Outlet","Nike SB Blazer Low GT","704939-103"
"NIKE","1197831","2020-08-20 00:00:00","South","Texas","Houston","800","112000","0","Outlet","LeBron 17 Monstars","CD5050-400"
"NIKE","1197831","2020-08-21 00:00:00","South","Texas","Houston","750","135000","0","Outlet","Kyrie 5 x Bandulu","CK5836-100"
"NIKE","1197831","2020-08-22 00:00:00","South","Texas","Houston","650","87750","0","Outlet","Nike Air Max Impact","CI1396-600"
"NIKE","1197831","2020-08-23 00:00:00","South","Texas","Houston","1000","250000","0","Outlet","Nike Air Max 90 QS","CD0916-001"
"NIKE","1197831","2020-08-24 00:00:00","South","Texas","Houston","950","133000","0","Outlet","Nike React Element 55 SE","BV1507-001"
"NIKE","1197831","2020-08-25 00:00:00","South","Texas","Houston","950","149625","0","Outlet","Jordan Proto-Max 720","BQ6623-070"
"NIKE","1197831","2020-08-26 00:00:00","South","Texas","Houston","1100","154000","0","Outlet","Nike Phantom Vision 2 Academy Dynamic Fit MG","CD4156-606"
"NIKE","1197831","2020-08-27 00:00:00","South","Texas","Houston","700","126000","0","Outlet","Nike React Element 55 SE","CI3831-200"
"NIKE","1197831","2020-08-28 00:00:00","South","Texas","Houston","700","94500","0","Outlet","Nike Air Max2 Light","AO1741-003"
"NIKE","1197831","2020-08-29 00:00:00","South","Texas","Houston","975","243750","0","Outlet","Nike Air Max 270","AH8050-100"
"NIKE","1197831","2020-08-30 00:00:00","South","Texas","Houston","925","129500","0","Outlet","Nike Phantom Vision 2 Club Dynamic Fit MG","CD4159-606"
"NIKE","1197831","2020-08-31 00:00:00","South","Texas","Houston","925","145687","0","Outlet","Nike Air Force 1 '07 LV8","CK4363-100"
"NIKE","1197831","2020-09-01 00:00:00","South","Texas","Houston","1100","154000","0","Outlet","Nike Air Max 90","CN8490-100"
"NIKE","1197831","2020-09-02 00:00:00","South","Texas","Houston","650","117000","0","Outlet","Nike Free RN 5.0 2020","CI9921-001"
"NIKE","1197831","2020-09-03 00:00:00","South","Texas","Houston","650","87750","0","Outlet","Nike Phantom Vision Academy Dynamic Fit TF","AO3269-717"
"NIKE","1197831","2020-09-04 00:00:00","South","Texas","Houston","900","225000","0","Outlet","Nike ACG MOC 3.0","CI9367-301"
"NIKE","1197831","2020-09-05 00:00:00","South","Texas","Houston","850","133875","0","Outlet","Nike Mercurial Vapor 13 Academy Neymar Jr. MG","AT7960-104"
"NIKE","1197831","2020-09-06 00:00:00","South","Texas","Houston","850","133875","0","Outlet","Nike Air DSVM","AT8179-100"
"NIKE","1197831","2020-09-07 00:00:00","South","Texas","Houston","900","157500","0","Outlet","Nike x Carhartt WIP Air Max 95","AV3866-001"
"NIKE","1197831","2020-09-08 00:00:00","South","Texas","Houston","625","140625","0","Outlet","Nike Odyssey React Flyknit 2","AH1015-010"
"NIKE","1197831","2020-09-09 00:00:00","South","Texas","Houston","625","84375","0","Outlet","Nike Tiempo Legend 8 Elite FG","AT5293-004"
"NIKE","1197831","2020-09-10 00:00:00","South","Texas","Houston","850","233750","0","Outlet","Nike Mercurial Superfly 7 Club MG","AT7949-606"
"NIKE","1197831","2020-09-11 00:00:00","South","Texas","Houston","800","126000","0","Outlet","Nike Joyride CC3 Setter","AT6395-002"
"NIKE","1197831","2020-09-12 00:00:00","South","Texas","Houston","800","126000","0","Outlet","Nike Renew Run","CK6357-005"
"NIKE","1197831","2020-09-13 00:00:00","South","Texas","Houston","750","131250","0","Outlet","Nike React Ianga","AV5555-001"
"NIKE","1197831","2020-09-14 00:00:00","South","Texas","Houston","600","135000","0","Outlet","Air Jordan 10 Retro","310805-137"
"NIKE","1197831","2020-09-15 00:00:00","South","Texas","Houston","575","77625","0","Outlet","Air Jordan 12 Retro","130690-017"
"NIKE","1197831","2020-09-16 00:00:00","South","Texas","Houston","750","206250","0","Outlet","Nike Air Max 270 React","CT1264-101"
"NIKE","1197831","2020-10-20 00:00:00","South","Texas","Houston","900","141750","0","Outlet","Nike Air Max 200 SP","CK5668-600"
"NIKE","1197831","2020-10-21 00:00:00","South","Texas","Houston","900","141750","0","Outlet","Nike Mercurial Superfly 7 Academy MDS MG","BQ5427-401"
"NIKE","1197831","2020-10-22 00:00:00","South","Texas","Houston","825","144375","0","Outlet","Nike Air Zoom Winflo 6","AQ7497-300"
"NIKE","1197831","2020-10-23 00:00:00","South","Texas","Houston","675","151875","0","Outlet","Nike Air Max 97","CT4526-100"
"NIKE","1197831","2020-10-24 00:00:00","South","Texas","Houston","650","87750","0","Outlet","Nike Mercurial Vapor XII Club MG","AH7378-801"
"NIKE","1197831","2020-10-25 00:00:00","South","Texas","Houston","850","233750","0","Outlet","Nike Zoom Fly 3 Premium","CJ0404-001"
"NIKE","1197831","2020-10-26 00:00:00","South","Texas","Houston","950","149625","0","Outlet","Nike MX-720-818","CI3871-300"
"NIKE","1197831","2020-10-27 00:00:00","South","Texas","Houston","950","149625","0","Outlet","Nike React Element 55","BQ2728-012"
"NIKE","1197831","2020-10-28 00:00:00","South","Texas","Houston","850","148750","0","Outlet","Nike SB Charge Slip Premium","CT3110-400"
"NIKE","1197831","2020-10-29 00:00:00","South","Texas","Houston","700","157500","0","Outlet","Nike Free RN 5.0 2020","CJ0270-601"
"NIKE","1197831","2020-10-30 00:00:00","South","Texas","Houston","650","87750","0","Outlet","Nike ZoomX Vista Grind","CT8919-700"
"NIKE","1197831","2020-10-31 00:00:00","South","Texas","Houston","900","247500","0","Outlet","Nike Air Force 1 React","CT1020-001"
"NIKE","1128299","2020-11-01 00:00:00","South","Texas","Houston","775","108500","0","Outlet","PG 4 EP","CD5082-001"
"NIKE","1128299","2020-11-02 00:00:00","South","Texas","Houston","775","77500","0","Outlet","Nike Air Zoom Pegasus 36","BV5739-500"
"NIKE","1128299","2020-11-03 00:00:00","South","Texas","Houston","775","135625","0","Outlet","Nike Air Max 2090","CW4286-100"
"NIKE","1128299","2020-11-04 00:00:00","South","Texas","Houston","625","93750","0","Outlet","Nike Air Force 1 '07 LV8","CD0887-201"
"NIKE","1128299","2020-11-05 00:00:00","West","California","San Francisco","575","158125","0","Outlet","Kyrie 6 AS EP","CD5028-900"
"NIKE","1128299","2020-11-06 00:00:00","West","California","San Francisco","775","58125","0","Outlet","Nike Air VaporMax Flyknit 3","AJ6900-102"
"NIKE","1128299","2020-11-07 00:00:00","West","California","San Francisco","825","115500","0","Outlet","Nike Air Max Verona","CI9842-500"
"NIKE","1128299","2020-11-08 00:00:00","West","California","San Francisco","725","72500","0","Outlet","Nike Air Force 1 Shadow","CI0919-100"
"NIKE","1128299","2020-11-09 00:00:00","West","California","San Francisco","725","126875","0","Outlet","Nike Air Max Verona","CK7200-800"
"NIKE","1128299","2020-11-10 00:00:00","West","California","San Francisco","575","86250","0","Outlet","Nike Air Tailwind 79","487754-303"
"NIKE","1128299","2020-11-11 00:00:00","West","California","San Francisco","500","137500","0","Outlet","Nike TiempoX Lunar Legend VII Pro TF","AH7249-118"
"NIKE","1128299","2020-11-12 00:00:00","West","California","San Francisco","700","52500","0","Outlet","Nike Air Max Plus III","CJ9684-001"
"NIKE","1128299","2020-11-13 00:00:00","West","California","San Francisco","850","148750","0","Outlet","Nike Zoom 2K","AO0354-108"
"NIKE","1128299","2020-11-14 00:00:00","West","California","San Francisco","700","84000","0","Outlet","Nike Zoom Pegasus Turbo 2","AT2863-100"
"NIKE","1128299","2020-11-15 00:00:00","West","California","San Francisco","700","147000","0","Outlet","Nike Kawa Shower","832528-001"
"NIKE","1128299","2020-12-22 00:00:00","West","California","San Francisco","600","108000","0","Outlet","Nike React Infinity Run Flyknit","CD4371-001"
"NIKE","1128299","2020-12-23 00:00:00","West","California","San Francisco","500","162500","0","Outlet","Air Jordan XXXIII","AQ8830-016"
"NIKE","1128299","2020-12-24 00:00:00","West","California","San Francisco","700","63000","0","Outlet","Nike Odyssey React","AO9819-001"
"NIKE","1128299","2020-12-25 00:00:00","West","California","San Francisco","875","183750","0","Outlet","Nike Air Max 1 DNA Ch. 1","AR3863-101"
"NIKE","1128299","2020-12-26 00:00:00","West","California","San Francisco","675","87750","0","Outlet","Nike Joyride Flyknit AW","CI3706-100"
"NIKE","1128299","2020-12-27 00:00:00","West","California","San Francisco","725","164937","0","Outlet","Nike Legend React 2","AT1369-103"
"NIKE","1128299","2020-12-28 00:00:00","West","California","San Francisco","625","112500","0","Outlet","Nike Metcon 5","AQ1189-009"
"NIKE","1128299","2020-12-29 00:00:00","West","California","San Francisco","525","170625","0","Outlet","LeBron 7","CU5133-600"
"NIKE","1128299","2020-12-30 00:00:00","West","California","San Francisco","700","84000","0","Outlet","Nike Air VaporMax 360","CK9670-100"
"NIKE","1128299","2020-12-31 00:00:00","West","California","San Francisco","900","216000","0","Outlet","Nike Blazer Low QS Flyleather with at least 50% leather fibre","CI5546-100"
"NIKE","1128299","2021-01-01 00:00:00","West","California","San Francisco","750","121875","0","Outlet","Nike SB Dunk High Pro","BQ6826-003"
"NIKE","1128299","2021-01-02 00:00:00","West","California","San Francisco","750","195000","0","Outlet","Nike Air Max 90 FlyEase","CU0814-102"
"NIKE","1128299","2021-01-03 00:00:00","West","California","San Francisco","650","136500","0","Outlet","Nike Metcon 5 AMP","CD3395-006"
"NIKE","1128299","2021-01-04 00:00:00","West","California","San Francisco","550","196625","0","Outlet","Nike M2K Tekno","AV4789-104"
"NIKE","1128299","2021-01-05 00:00:00","West","California","San Francisco","725","116000","0","Outlet","Nike React Kenny 55","CJ3312-001"
"NIKE","1128299","2021-01-06 00:00:00","West","California","San Francisco","975","234000","0","Outlet","Nike Air VaporMax 2019","AR6631-004"
"NIKE","1128299","2021-01-07 00:00:00","West","California","San Francisco","825","134062","0","Outlet","Nike React Element 55","BQ6166-003"
"NIKE","1128299","2021-01-08 00:00:00","West","California","San Francisco","825","214500","0","Outlet","Nike Air Force 1 Low Retro","CQ0492-001"
"NIKE","1128299","2021-01-09 00:00:00","West","California","San Francisco","700","147000","0","Outlet","NikeCourt Zoom Cage 3","918193-700"
"NIKE","1128299","2021-01-10 00:00:00","West","California","San Francisco","575","205562","0","Outlet","Nike Air Max 90 Print","AQ0926-001"
"NIKE","1128299","2021-01-11 00:00:00","West","California","San Francisco","875","140000","0","Outlet","Nike Metcon Sport","AQ7489-008"
"NIKE","1128299","2021-01-12 00:00:00","West","California","San Francisco","1025","215250","0","Outlet","Jordan Mars 270","CD7070-009"
"NIKE","1128299","2021-01-13 00:00:00","West","California","San Francisco","875","113750","0","Outlet","Nike Air Zoom Vomero 14","AH7857-009"
"NIKE","1128299","2021-01-14 00:00:00","West","California","San Francisco","825","187687","0","Outlet","Nike Air Max 720","CT5229-001"
"NIKE","1128299","2021-01-15 00:00:00","West","California","San Francisco","725","130500","0","Outlet","Nike Mercurial Vapor 13 Academy MDS IC","CJ1300-401"
"NIKE","1128299","2021-01-16 00:00:00","West","California","San Francisco","775","251875","0","Outlet","Nike Zoom Fly","880848-005"
"NIKE","1128299","2021-01-17 00:00:00","West","California","San Francisco","775","93000","0","Outlet","Nike Zoom Fly 3","AT8240-003"
"NIKE","1128299","2021-01-18 00:00:00","West","California","San Francisco","975","221812","0","Outlet","Nike Air Zoom Pegasus 35","942851-002"
"NIKE","1128299","2021-01-19 00:00:00","West","California","San Francisco","925","129500","0","Outlet","Nike Air Zoom Pegasus 36 Trail","AR5677-200"
"NIKE","1128299","2021-01-20 00:00:00","West","California","San Francisco","800","182000","0","Outlet","KD13 EP","CI9949-001"
"NIKE","1128299","2021-01-21 00:00:00","West","California","San Francisco","750","146250","0","Outlet","Nike Phantom Vision Club Dynamic Fit FG","AJ6959-717"
"NIKE","1128299","2021-01-22 00:00:00","West","California","San Francisco","750","281250","0","Outlet","Nike Air Monarch IV","415445-102"
"NIKE","1128299","2021-01-23 00:00:00","West","California","San Francisco","725","87000","0","Outlet","Zoom Freak 1","BQ5422-200"
"NIKE","1128299","2021-01-24 00:00:00","West","California","San Francisco","925","152625","0","Outlet","Nike Mercurial Superfly 7 Academy IC","AT7975-606"
"NIKE","1128299","2021-01-25 00:00:00","West","California","San Francisco","925","83250","0","Outlet","Air Jordan 1 Low","553558-125"
"NIKE","1128299","2021-01-26 00:00:00","West","California","San Francisco","775","127875","0","Outlet","Nike Air Max 95 Print","AQ0925-002"
"NIKE","1128299","2021-01-27 00:00:00","West","California","San Francisco","725","99687","0","Outlet","Nike P-6000","CD6404-800"
"NIKE","1128299","2021-01-28 00:00:00","West","California","San Francisco","725","212062","0","Outlet","Nike Mercurial Vapor 13 Elite FG","AQ4176-049"
"NIKE","1128299","2021-01-29 00:00:00","West","California","San Francisco","775","54250","0","Outlet","Nike SB Adversary Premium","CT3632-001"
"NIKE","1128299","2021-01-30 00:00:00","West","California","San Francisco","875","144375","0","Outlet","Nike Air VaporMax 360","CK2718-003"
"NIKE","1128299","2021-01-31 00:00:00","West","California","San Francisco","875","78750","0","Outlet","Nike Air Max 720","AO2924-401"
"NIKE","1128299","2021-02-01 00:00:00","West","California","San Francisco","700","115500","0","Outlet","Nike Zoom KD12","AR4229-003"
"NIKE","1128299","2021-02-02 00:00:00","West","California","San Francisco","675","92812","0","Outlet","Nike Free X Metcon 2","AQ8306-407"
"NIKE","1128299","2021-02-03 00:00:00","West","California","San Francisco","650","190125","0","Outlet","Nike Air Max 90","CD0881-104"
"NIKE","1128299","2021-02-04 00:00:00","West","California","San Francisco","700","49000","0","Outlet","Air Jordan 4 Retro SE","CT5342-007"
"NIKE","1128299","2021-02-05 00:00:00","West","California","San Francisco","875","144375","0","Outlet","Nike Air Max 95 Essential","CI3705-600"
"NIKE","1128299","2021-02-06 00:00:00","West","California","San Francisco","875","78750","0","Outlet","Nike SB Zoom Stefan Janoski Canvas RM Premium","AQ7878-003"
"NIKE","1128299","2021-02-07 00:00:00","West","California","San Francisco","725","119625","0","Outlet","Nike Phantom Venom Academy IC","AO0570-810"
"NIKE","1128299","2021-02-08 00:00:00","West","California","San Francisco","700","96250","0","Outlet","Nike Air Max 270 React","CT5528-001"
